5
31314, 433, 433
31315, 446, 439
31315, 480, 453
31315, 527, 471
31316, 514, 480
31316, 511, 485
31316, 464, 482
31316, 469, 480
31316, 502, 482
31318, 429, 477
31318, 477, 481
31318, 515, 488
31318, 522, 493
31319, 447, 485
31319, 431, 476
31319, 486, 474
31320, 480, 475
31320, 466, 475
31320, 411, 466
31321, 454, 468
31321, 466, 467
31321, 490, 465
31321, 451, 458
31321, 442, 457
31322, 439, 458
31322, 488, 458
31322, 469, 457
31322, 472, 458
31323, 448, 461
31323, 465, 463
31323, 468, 463
31326, 439, 458
31326, 437, 456
31326, 522, 464
31327, 483, 469
31327, 453, 465
31327, 488, 467
31327, 412, 461
31327, 443, 461
31327, 498, 464
31327, 477, 465
31327, 519, 473
31327, 497, 479
31328, 421, 469
31328, 466, 467
31328, 462, 468
31328, 440, 463
31328, 518, 474
31328, 487, 478
31328, 439, 472
31328, 471, 472
31328, 436, 463
31329, 438, 457
31329, 509, 466
31329, 467, 466
31329, 491, 469
31329, 492, 474
31329, 416, 464
31329, 463, 462
31329, 463, 464
31330, 441, 461
31330, 510, 469
31330, 480, 473
31330, 449, 467
31330, 477, 468
31330, 455, 464
31330, 451, 460
31330, 514, 470
31330, 467, 470
31331, 456, 470
31331, 494, 475
31331, 411, 465
31331, 472, 464
31331, 476, 467
31331, 469, 466
31331, 496, 470
31331, 480, 473
31332, 425, 464
31332, 472, 465
31332, 451, 464
31332, 454, 460
31332, 518, 471
31332, 472, 471
31332, 456, 469
31332, 473, 469
31332, 425, 462
31333, 453, 459
31333, 503, 467
31333, 469, 467
31333, 496, 471
31333, 484, 474
31333, 422, 465
31333, 458, 463
31333, 487, 467
31334, 469, 466
31334, 520, 476
31334, 476, 478
31334, 429, 471
31334, 445, 468
31334, 422, 461
31334, 450, 457
31334, 524, 468
31334, 479, 470
31335, 480, 469
31335, 479, 470
31335, 408, 459
31335, 450, 456
31335, 486, 462
31335, 461, 463
31335, 509, 472
31335, 475, 475
31336, 425, 465
31336, 467, 464
31336, 436, 459
31336, 436, 455
31336, 537, 468
31336, 485, 471
31336, 493, 472
31336, 483, 474
31336, 415, 465
31337, 439, 461
31337, 481, 467
31337, 473, 467
31337, 517, 475
31337, 498, 482
31337, 423, 470
31337, 458, 468
31337, 452, 463
31338, 447, 460
31338, 521, 470
31338, 484, 475
31187, 448, 472
31188, 491, 473
31188, 462, 468
31188, 485, 467
31188, 435, 468
31190, 456, 468
31190, 484, 471
31190, 423, 468
31190, 464, 463
31190, 545, 469
31191, 482, 472
31191, 434, 467
31191, 401, 460
31192, 391, 451
31192, 372, 445
31192, 396, 439
31193, 376, 428
31193, 383, 424
31193, 404, 418
31193, 414, 405
31193, 406, 397
31194, 446, 398
31194, 432, 402
31194, 420, 404
31194, 463, 414
31195, 459, 420
31195, 450, 427
31195, 449, 434
31196, 424, 436
31196, 403, 435
31196, 349, 429
31196, 184, 403
31197, 184, 378
31197, 230, 359
31198, 122, 325
31198, 149, 294
31198, 214, 270
31199, 206, 246
31199, 328, 236
31199, 194, 216
31200, 261, 207
31200, 215, 210
31200, 280, 219
31201, 270, 223
31201, 253, 237
31202, 284, 250
31205, 378, 266
31205, 381, 284
31206, 368, 288
31221, 444, 313
31221, 428, 330
31221, 416, 350
31237, 462, 368
31237, 435, 384
31237, 426, 402
31252, 503, 424
31252, 502, 436
31252, 477, 446
31267, 581, 467
31267, 543, 477
31268, 502, 484
31284, 523, 495
31284, 494, 498
31284, 466, 501
31299, 509, 510
31299, 516, 511
31299, 468, 507
31314, 532, 513
31314, 508, 506