5
-31690, 399, 399
-31690, 421, 410
-31689, 471, 430
-31689, 492, 445
-31689, 447, 446
-31688, 445, 445
-31688, 465, 448
-31688, 485, 453
-31687, 451, 452
-31687, 539, 461
-31687, 413, 462
-31686, 418, 462
-31686, 440, 459
-31686, 465, 456
-31686, 451, 457
-31685, 452, 457
-31685, 447, 456
-31685, 435, 451
-31685, 423, 448
-31685, 425, 436
-31684, 452, 440
-31684, 461, 445
-31684, 450, 446
-31683, 475, 447
-31683, 474, 449
-31683, 495, 453
-31682, 451, 454
-31682, 452, 455
-31682, 479, 461
-31682, 392, 458
-31681, 423, 455
-31681, 440, 453
-31681, 477, 455
-31681, 478, 456
-31681, 499, 458
-31680, 428, 451
-31680, 433, 450
-31680, 463, 451
-31679, 530, 456
-31679, 476, 464
-31679, 604, 482
-31679, 452, 484
-31679, 413, 477
-31678, 473, 477
-31678, 498, 477
-31678, 474, 481
-31678, 511, 489
-31678, 459, 489
-31678, 439, 479
-31678, 470, 479
-31678, 437, 462
-31678, 474, 464
-31677, 528, 476
-31677, 463, 475
-31677, 475, 473
-31677, 445, 470
-31677, 406, 459
-31677, 466, 460
-31677, 500, 466
-31677, 487, 468
-31676, 509, 475
-31676, 468, 474
-31676, 419, 463
-31676, 477, 465
-31676, 461, 463
-31676, 469, 466
-31676, 524, 478
-31676, 462, 477
-31676, 465, 474
-31675, 472, 472
-31675, 433, 465
-31675, 489, 467
-31675, 480, 473
-31675, 461, 471
-31675, 493, 474
-31675, 473, 475
-31675, 399, 462
-31674, 460, 462
-31674, 466, 462
-31674, 464, 461
-31674, 519, 470
-31674, 463, 467
-31674, 439, 463
-31674, 469, 464
-31674, 429, 458
-31674, 462, 457
-31673, 500, 467
-31673, 449, 466
-31673, 484, 467
-31673, 485, 469
-31673, 427, 460
-31673, 483, 462
-31673, 475, 466
-31673, 464, 465
-31672, 518, 474
-31672, 480, 476
-31672, 432, 469
-31672, 454, 470
-31672, 417, 463
-31672, 446, 459
-31672, 531, 470
-31672, 499, 471
-31672, 479, 472
-31671, 470, 472
-31671, 408, 461
-31671, 443, 457
-31671, 481, 462
-31671, 447, 462
-31671, 499, 470
-31671, 476, 473
-31671, 428, 463
-31671, 474, 460
-31670, 453, 457
-31670, 445, 455
-31670, 520, 466
-31670, 497, 472
-31670, 471, 471
-31670, 477, 474
-31670, 415, 465
-31670, 437, 461
-31669, 488, 467
-31669, 468, 467
-31669, 488, 470
-31669, 494, 475
-31669, 413, 464
-31669, 475, 462
-31669, 464, 461
-31669, 442, 458
-31669, 502, 467
-31668, 478, 471
-31668, 440, 466
-31668, 479, 467
-31668, 447, 463
-31668, 430, 457
-31668, 489, 464
-31668, 458, 462
-31668, 473, 463
-31667, 481, 467
-31708, 522, 469
-31707, 512, 473
-31707, 485, 477
-31707, 437, 473
-31707, 518, 480
-31706, 503, 487
-31706, 431, 482
-31706, 508, 487
-31706, 496, 489
-31706, 484, 489
-31705, 485, 485
-31705, 453, 480
-31705, 538, 485
-31704, 552, 496
-31704, 528, 497
-31704, 536, 501
-31703, 581, 516
-31703, 538, 519
-31703, 491, 518
-31703, 422, 512
-31703, 424, 506
-31701, 430, 504
-31701, 386, 488
-31701, 382, 471
-31701, 453, 464
-31700, 456, 456
-31700, 513, 449
-31700, 513, 447
-31699, 515, 449
-31699, 449, 452
-31699, 411, 450
-31699, 525, 460
-31698, 462, 467
-31698, 430, 472
-31698, 505, 477
-31698, 441, 476
-31698, 441, 469
-31697, 343, 452
-31697, 355, 436
-31697, 343, 425
-31696, 375, 422
-31696, 396, 409
-31696, 344, 397
-31695, 407, 395
-31695, 414, 385
-31695, 393, 381
-31695, 392, 376
-31695, 388, 380
-31694, 425, 387
-31694, 368, 390
-31694, 363, 389
-31694, 413, 390
-31693, 439, 400
-31693, 444, 403
-31693, 450, 407
-31692, 421, 410
-31692, 401, 411
-31692, 378, 410
-31692, 467, 414
-31691, 388, 416
-31691, 389, 419
-31690, 431, 420
