5
-24486, 461, 461
-24485, 492, 476
-24485, 446, 466
-24485, 448, 461
-24485, 397, 448
-24484, 377, 436
-24484, 384, 429
-24484, 420, 428
-24484, 437, 429
-24483, 440, 430
-24483, 486, 432
-24482, 492, 432
-24481, 468, 434
-24481, 495, 439
-24481, 442, 444
-24481, 442, 450
-24481, 393, 451
-24480, 391, 448
-24480, 406, 445
-24480, 459, 447
-24480, 432, 442
-24479, 433, 436
-24479, 399, 429
-24479, 419, 421
-24478, 468, 424
-24478, 474, 427
-24478, 431, 431
-24478, 476, 439
-24477, 481, 447
-24477, 498, 451
-24477, 458, 453
-24477, 449, 455
-24476, 429, 458
-24476, 430, 459
-24476, 428, 455
-24476, 482, 456
-24475, 476, 460
-24475, 443, 457
-24475, 412, 450
-24474, 469, 447
-24474, 483, 450
-24474, 488, 454
-24474, 453, 456
-24473, 490, 462
-24473, 496, 469
-24473, 450, 466
-24473, 505, 468
-24472, 497, 474
-24472, 464, 479
-24472, 499, 482
-24472, 426, 476
-24472, 442, 472
-24472, 502, 477
-24472, 487, 476
-24472, 491, 476
-24471, 511, 482
-24471, 442, 476
-24471, 457, 472
-24471, 466, 472
-24471, 463, 468
-24471, 518, 477
-24471, 530, 486
-24471, 469, 483
-24471, 475, 482
-24470, 448, 477
-24470, 424, 469
-24470, 517, 476
-24470, 495, 480
-24470, 502, 484
-24470, 511, 488
-24470, 434, 480
-24470, 427, 470
-24469, 490, 472
-24469, 446, 469
-24469, 510, 475
-24469, 496, 482
-24469, 437, 474
-24469, 463, 471
-24469, 436, 465
-24469, 416, 455
-24469, 498, 461
-24468, 491, 468
-24468, 461, 465
-24468, 492, 470
-24468, 442, 463
-24468, 440, 457
-24468, 486, 462
-24468, 455, 461
-24468, 505, 468
-24467, 526, 479
-24467, 452, 475
-24467, 458, 471
-24467, 455, 471
-24467, 443, 466
-24467, 497, 471
-24467, 513, 479
-24467, 467, 477
-24467, 495, 481
-24466, 441, 474
-24466, 422, 464
-24466, 466, 465
-24466, 464, 466
-24466, 477, 468
-24466, 521, 476
-24466, 443, 470
-24466, 452, 464
-24465, 454, 463
-24465, 431, 457
-24465, 484, 461
-24465, 512, 470
-24465, 458, 469
-24465, 482, 471
-24465, 465, 470
-24465, 427, 460
-24465, 491, 465
-24464, 471, 467
-24464, 480, 470
-24464, 502, 477
-24464, 447, 473
-24464, 438, 466
-24464, 466, 466
-24464, 436, 462
-24464, 473, 463
-24463, 502, 470
-24463, 453, 466
-24463, 468, 466
-24463, 455, 464
-24463, 426, 456
-24463, 487, 460
-24463, 491, 465
-24463, 471, 466
-24463, 499, 472
-24462, 452, 470
-24462, 430, 463
-24462, 485, 466
-24462, 472, 466
-24462, 474, 468
-24462, 502, 476
-24462, 480, 475
-24462, 486, 475
-24461, 491, 477
-24461, 431, 470
-24461, 508, 475
-24461, 521, 485
-24461, 521, 488
-24501, 485, 489
-24501, 445, 487
-24501, 474, 484
-24501, 493, 485
-24500, 468, 483
-24500, 486, 483
-24500, 477, 487
-24499, 452, 482
-24499, 462, 476
-24499, 506, 474
-24499, 487, 475
-24498, 490, 479
-24498, 517, 483
-24498, 471, 481
-24498, 482, 483
-24498, 552, 489
-24497, 664, 508
-24497, 624, 525
-24497, 506, 529
-24496, 379, 517
-24496, 413, 509
-24496, 463, 507
-24495, 368, 492
-24495, 418, 486
-24495, 444, 483
-24495, 400, 467
-24495, 429, 444
-24494, 411, 423
-24494, 428, 415
-24494, 452, 422
-24494, 458, 427
-24493, 490, 429
-24493, 476, 440
-24493, 484, 447
-24492, 468, 449
-24492, 466, 456
-24492, 473, 460
-24492, 380, 457
-24490, 386, 453
-24490, 408, 448
-24490, 364, 439
-24490, 334, 423
-24490, 385, 414
-24489, 404, 406
-24489, 404, 400
-24489, 338, 387
-24488, 348, 375
-24488, 398, 376
-24488, 408, 379
-24487, 322, 370
-24487, 380, 372
-24487, 418, 380
-24486, 458, 387
-24486, 412, 388
-24486, 382, 386
